Subject	Bernat_2019:A007	Bhiman_2015:CAP256	Doria-Rose_2015:CAP256	Gidoni_2019:S1	Gidoni_2019:S10	Gidoni_2019:S100	Gidoni_2019:S11	Gidoni_2019:S12	Gidoni_2019:S13	Gidoni_2019:S14	Gidoni_2019:S15	Gidoni_2019:S16	Gidoni_2019:S17	Gidoni_2019:S18	Gidoni_2019:S19	Gidoni_2019:S2	Gidoni_2019:S20	Gidoni_2019:S21	Gidoni_2019:S22	Gidoni_2019:S23	Gidoni_2019:S24	Gidoni_2019:S25	Gidoni_2019:S26	Gidoni_2019:S27	Gidoni_2019:S28	Gidoni_2019:S29	Gidoni_2019:S3	Gidoni_2019:S30	Gidoni_2019:S31	Gidoni_2019:S32	Gidoni_2019:S33	Gidoni_2019:S34	Gidoni_2019:S35	Gidoni_2019:S36	Gidoni_2019:S37	Gidoni_2019:S38	Gidoni_2019:S39	Gidoni_2019:S4	Gidoni_2019:S40	Gidoni_2019:S41	Gidoni_2019:S42	Gidoni_2019:S43	Gidoni_2019:S44	Gidoni_2019:S45	Gidoni_2019:S46	Gidoni_2019:S47	Gidoni_2019:S48	Gidoni_2019:S49	Gidoni_2019:S5	Gidoni_2019:S50	Gidoni_2019:S51	Gidoni_2019:S52	Gidoni_2019:S53	Gidoni_2019:S54	Gidoni_2019:S55	Gidoni_2019:S56	Gidoni_2019:S57	Gidoni_2019:S58	Gidoni_2019:S59	Gidoni_2019:S60	Gidoni_2019:S61	Gidoni_2019:S62	Gidoni_2019:S63	Gidoni_2019:S64	Gidoni_2019:S65	Gidoni_2019:S66	Gidoni_2019:S67	Gidoni_2019:S68	Gidoni_2019:S69	Gidoni_2019:S7	Gidoni_2019:S70	Gidoni_2019:S71	Gidoni_2019:S72	Gidoni_2019:S73	Gidoni_2019:S74	Gidoni_2019:S75	Gidoni_2019:S76	Gidoni_2019:S77	Gidoni_2019:S78	Gidoni_2019:S79	Gidoni_2019:S8	Gidoni_2019:S80	Gidoni_2019:S81	Gidoni_2019:S82	Gidoni_2019:S83	Gidoni_2019:S84	Gidoni_2019:S85	Gidoni_2019:S86	Gidoni_2019:S87	Gidoni_2019:S88	Gidoni_2019:S89	Gidoni_2019:S9	Gidoni_2019:S90	Gidoni_2019:S91	Gidoni_2019:S92	Gidoni_2019:S93	Gidoni_2019:S94	Gidoni_2019:S95	Gidoni_2019:S96	Gidoni_2019:S97	Gidoni_2019:S99	Gupta_2017:Fv_volunteer	Gupta_2017:GMC_volunteer	Gupta_2017:IB_volunteer	Huang_2016:Donor-Z258	Johnson_2018:CAP256	Soto_2016:IAVI84	Soto_2016:N152	Vander_Heiden_2017:AR02	Vander_Heiden_2017:AR03	Vander_Heiden_2017:AR04	Vander_Heiden_2017:AR05	Vander_Heiden_2017:HD07	Vander_Heiden_2017:HD09	Vander_Heiden_2017:HD10	Vander_Heiden_2017:HD13	Vander_Heiden_2017:MK02	Vander_Heiden_2017:MK03	Vander_Heiden_2017:MK04	Vander_Heiden_2017:MK05	Vander_Heiden_2017:MK08	Waltari_2018:AD341	Waltari_2018:AD344	Waltari_2018:BD1	Waltari_2018:BD10	Waltari_2018:BD11	Waltari_2018:BD12	Waltari_2018:BD13	Waltari_2018:BD14	Waltari_2018:BD2	Waltari_2018:BD2-repeat1	Waltari_2018:BD4	Waltari_2018:BD5	Waltari_2018:BD6	Waltari_2018:BD7	Waltari_2018:BD8	Waltari_2018:BD9	Waltari_2018:CB1	Waltari_2018:CB2	Waltari_2018:CB3	Waltari_2018:CB4	Waltari_2018:CB5	Waltari_2018:CB5-repeat1	Waltari_2018:MT1214	Waltari_2018:MT8004	Wu_2011:Donor-45	Wu_2015:Donor-45	Zhou_2013:Donor-IAVI23	Zhou_2013:Donor-IAVI57	Zhou_2013:Donor-IAVI74	Zhou_2013:Donor-NIAID45	Zhou_2013:Donor-RU3	Zhu_2012:Donor-39	Zhu_2013:Donor-C38
Gidoni_2019:S94	185825	41653	143587	129126	186882	169665	170284	180171	182721	157469	173243	147931	164692	155159	167282	136102	161322	147480	189350	181699	174077	165502	155409	177164	137333	184953	128806	167568	166720	170862	156234	190627	152985	191934	166311	160489	162797	140048	165692	166815	162982	162305	149944	161198	152019	156196	160992	144468	184055	172339	176937	174266	150972	186515	165164	183180	174670	167213	177961	171001	166852	158675	166147	177242	171754	158321	174087	162567	162761	153219	159093	152253	172726	165686	166646	175810	179992	173100	162585	163894	171446	161499	153287	165955	177102	186365	160264	183913	169448	163319	183119	173704	162506	170471	115529	173715	418244	182326	127894	155042	142014	312818	327530	328395	205258	29784	62996	32936	213235	186813	208329	214101	224333	239593	245246	226799	187723	223875	189316	238695	200266	270854	279807	265990	249533	245046	247445	244312	280709	273300	285778	238947	244752	281643	250078	278741	235635	271992	286625	238512	207240	280282	206719	270923	292756	25703	95381	66208	49798	93672	36673	72069	47717	138742
Gidoni_2019:S95	228929	46621	160355	142127	221406	205672	200039	210923	218630	190661	215808	173157	197822	184928	198382	147410	189061	177536	224602	212031	207069	195777	183300	207280	162129	224548	142167	196278	193064	201587	187108	240320	178141	241105	197915	185647	191349	152448	193884	202289	197187	190051	181159	186836	177376	192016	190231	169292	224671	197656	210562	202709	177590	220598	200109	217788	206025	194175	212698	198088	193205	181228	199197	208698	214513	177933	204942	188579	184738	173587	185792	181388	199161	193107	194416	211428	217205	205696	186345	198901	199971	190148	172352	192004	209148	217795	188658	218965	197205	201028	225037	198081	200633	207251	132808	205259	182326	632279	154538	188311	175279	435213	466830	463625	263007	40393	64310	35558	277013	244585	260527	266648	298214	312165	329397	294886	239333	293662	240347	308018	262017	374809	391393	357073	337502	330982	335728	336569	382123	379604	404779	327855	314559	379988	333289	377623	320014	389542	403242	328079	272935	398113	273596	376468	406953	25873	104582	64973	50158	96903	35056	72667	49024	149504
Gidoni_2019:S96	140197	30386	103793	100179	147770	141030	138591	142656	148188	136079	147570	125190	138013	130789	135147	104597	132124	127527	150637	144028	141536	135043	132667	140428	119913	150253	100219	134474	133205	138940	135893	162058	126618	158428	136309	128386	133451	106450	133223	141600	141398	131800	128989	132982	128023	132098	130846	119657	148938	135817	139625	136851	122714	146334	140393	146617	141296	134869	143444	136707	131445	126009	136505	142415	145874	124417	139882	133605	127288	120175	128626	125206	137002	133907	131828	143231	143936	140657	130758	135698	136158	131189	121377	132272	141881	144971	131477	147906	134340	134962	150366	135892	136214	141792	102132	139907	127894	154538	317001	134436	125172	238798	252031	250672	160625	21892	43391	26245	168287	149787	160859	162886	178965	188655	193839	180642	154885	181852	151644	186037	163076	212018	216571	204811	202058	196211	196104	200095	217868	218270	228078	189747	185317	219630	196660	217823	191646	223803	227953	196004	172804	231418	176201	211177	227184	20423	70413	43729	34448	68000	27238	49817	36498	99167
Gidoni_2019:S97	176956	34659	125354	119537	181093	170574	166416	175047	179775	162727	178739	149976	167763	156953	164288	123832	158828	152094	185681	176866	172660	163125	156878	171076	140305	184962	118839	164416	161796	169695	159076	197921	151354	195011	164714	155414	160721	128754	161351	170013	167655	159510	153700	158545	150134	158249	157614	143257	180552	163826	171838	167810	146874	178722	168151	177745	170203	163671	175698	165742	159663	151469	165168	172966	175911	149908	170220	159437	156368	145563	153547	149390	165920	160850	160300	174515	175980	167411	157603	163628	167428	157968	146144	160111	171033	179783	157787	179876	161497	163999	183503	166181	165238	172169	117442	169502	155042	188311	134436	415537	147222	307055	324925	324456	209253	26879	57038	29722	210181	183897	198911	201875	222342	237202	243602	224407	187953	224581	187294	234536	200097	264286	275603	257808	250002	244638	244700	247265	274995	272330	286495	233979	230194	277823	246480	274860	237177	280983	291346	243370	213000	292273	215282	264889	286779	23385	87697	56647	45006	82283	31612	62726	43116	120403
Gidoni_2019:S99	163907	36987	119570	114324	167836	158504	153987	161072	166954	149745	163855	139123	152679	145848	153325	118308	147998	139860	169456	161524	158692	150985	143228	157042	130811	167983	113783	150991	149733	153722	144334	178537	139019	175665	153226	144587	148094	121215	150353	155934	151861	148813	141396	146229	140542	148088	148005	134960	168540	151711	159799	155107	140331	166393	155336	165167	157559	149160	160703	153243	149143	143169	153150	159669	162406	140366	157604	147621	143651	135887	144997	142134	153165	149699	148995	161230	165406	158179	146258	153446	153054	148216	137888	149953	159245	164212	148304	167379	151670	153357	168021	153051	153870	157272	110449	156992	142014	175279	125172	147222	369315	278321	293923	291564	166206	29185	48036	31114	195189	175022	185419	188173	206984	215641	223352	205359	173018	203621	174565	211656	186726	248387	254247	239838	227761	224654	225129	227326	251386	249212	262171	222059	215614	250803	225324	249769	215937	258405	266134	226707	196956	263079	196101	248631	264309	20934	72179	49953	38266	76087	27882	54035	37349	111140
Gupta_2017:Fv_volunteer	750048	150401	701098	245314	418718	352509	345547	386091	400584	316767	393065	280461	339232	301167	343407	266210	325178	283491	417084	389995	361682	338361	302349	389169	256921	408749	250272	341303	328999	347670	318268	452295	292501	443517	336150	317957	321789	270456	328009	343593	334307	319480	294958	315525	323022	318504	314677	268153	402903	357171	381379	364857	298341	423522	334922	393292	376041	349574	378712	351629	333884	312490	342395	380016	362105	302669	365341	326245	318808	289536	310135	295400	356979	344628	342077	377689	388131	367670	337438	337851	345155	320714	295320	331494	393271	405208	323810	394802	353258	343012	415338	355835	330967	357845	205138	380313	312818	435213	238798	307055	278321	10727190	3423801	3489632	1459495	249618	211416	184609	959480	719360	804177	939641	1076063	1078863	1302377	1027315	694900	1086804	677990	1309926	896812	1857005	2054736	1440804	1613403	1409763	1562476	1479966	1910357	1892602	2143810	1679015	1376847	1900709	1501294	1731399	1472400	1348514	1411598	952144	668096	1367396	631687	2024144	2511764	62630	478094	190486	160436	280321	83329	252531	143018	634652
Gupta_2017:GMC_volunteer	776732	150967	705827	254340	441173	373533	369793	411944	427524	336057	414628	295024	358231	318781	361792	274355	342131	300117	441889	412264	382676	355654	319409	408928	269621	434278	260940	363815	346094	368123	336721	483148	309697	479523	352907	333396	340437	280720	347139	367818	355243	337393	309311	331779	336452	338611	332083	281699	428012	374537	403855	382568	317231	445819	354844	416798	398128	370523	400771	370667	356464	327569	361646	405091	384689	317428	390075	342994	335001	303009	330076	310573	375104	364820	363790	400303	412063	392459	352399	357062	365260	336324	307896	348463	412291	428016	340856	418210	370129	361569	440379	374746	354251	378313	213666	401443	327530	466830	252031	324925	293923	3423801	12037785	3845359	1609479	260472	215568	180952	1007219	763086	849024	985517	1136768	1142542	1396970	1101300	732037	1176994	731139	1391438	944670	1972862	2184221	1528019	1704267	1484623	1637470	1567418	2025425	2029484	2318043	1761844	1432458	1993409	1566312	1834515	1542227	1491230	1571877	1038737	714096	1527439	682651	2133108	2654253	63139	493913	191578	161753	283461	84304	257712	144750	642097
Gupta_2017:IB_volunteer	786125	153643	724633	255638	442523	372637	368498	412006	427847	337277	414461	294348	357676	317613	362775	277562	342387	298080	443313	416746	387366	356972	318798	413184	268329	435481	260641	364166	347695	369231	336503	482324	313868	477614	354485	335341	339895	285482	348633	364988	354863	337775	308549	333038	336692	335805	332593	281782	428871	379807	411475	388061	317287	448573	354074	419637	401789	370723	401902	373610	356035	329810	361286	406017	382624	318618	391031	344067	339398	303840	328507	309994	379163	362899	366084	399339	411547	390198	353936	356152	366962	336993	309792	350973	414337	432735	343040	419621	371731	360923	439943	378990	350285	378392	213215	401616	328395	463625	250672	324456	291564	3489632	3845359	12407236	1613765	271352	220727	185944	1013510	764060	854009	992266	1137755	1154123	1401195	1109600	731393	1170721	728490	1406552	944315	2012368	2223485	1546813	1717657	1493287	1661450	1566478	2047314	2033314	2319973	1775249	1469958	2039810	1583116	1858155	1562334	1469007	1561098	1030207	713873	1514940	680160	2171535	2711115	63776	514800	197246	168208	287850	86690	263400	146338	662265
Huang_2016:Donor-Z258	386931	10938	323457	143637	250148	234444	221520	245196	245617	208146	236971	181836	232866	205158	203295	143039	197877	194882	273091	250610	230632	203755	214096	235696	162089	276237	142371	226953	207405	236084	225693	307470	208050	303175	199865	188280	210574	165483	212317	232641	233304	204138	189179	209539	192459	198079	187307	160920	250444	219118	221194	216749	165057	255455	220034	241640	247537	234444	253767	225045	208576	174420	217203	230304	236739	193138	223773	199920	204212	185139	186386	174428	220286	212492	201773	235279	230641	222027	211058	200673	237569	182381	163163	188268	240648	255146	195486	234024	196084	193688	288209	220125	208792	238863	136593	226141	205258	263007	160625	209253	166206	1459495	1609479	1613765	8131760	17004	216839	12048	461825	319372	386973	464924	528575	597201	609809	521542	369709	587955	324885	647797	402450	792115	1005512	693489	1221231	831518	871324	866692	1076736	1367430	1377420	799506	661139	1194869	952102	1089609	1049203	799406	844044	552033	365000	908926	406239	922848	1418261	63398	503951	161814	162247	204691	82378	253472	147438	389573
Johnson_2018:CAP256	87470	41653	100694	24385	42578	31875	31483	37059	36906	28548	33660	26381	31192	27770	36120	28396	33611	24974	37558	34512	33298	33676	23982	42766	27113	33699	27160	31082	33168	28577	25232	35698	23648	38173	33308	30482	29712	26811	32316	28224	27719	31756	26904	27789	32666	32412	31374	29943	38257	34125	39054	37484	33632	41635	30746	37168	31860	32382	31204	31545	33390	32937	33775	35813	31007	30151	33149	29919	30712	29611	31027	32783	35103	34593	35391	36987	38452	37732	33669	35898	28949	34012	31850	34974	38383	37907	32411	37107	38788	35957	34713	33826	32233	31381	21370	38078	29784	40393	21892	26879	29185	249618	260472	271352	17004	1640949	2514	26817	82230	73302	68221	86340	96837	85596	108940	82537	54895	70530	56448	98064	75467	197466	233886	140714	117316	115743	134695	118715	170383	134327	156996	184509	135141	148699	123247	138572	116710	97013	112212	75672	59206	84174	44702	209875	240293	1081	6062	12006	2265	31390	1281	3268	2273	71144
Soto_2016:IAVI84	113546	2615	114480	53507	71691	62592	63500	68638	66859	56758	64373	53249	62037	57810	59145	56093	58930	55192	73052	69428	63354	59357	60535	67557	49401	70817	53281	63066	61532	64742	61298	74712	60546	73422	57081	57062	61248	59363	62336	62476	60260	59630	53122	59222	56544	54375	55634	47752	67866	66149	63079	66964	49793	73464	60154	67991	70939	67967	69888	67218	62074	56151	59165	65834	60821	60567	64493	59415	62869	58313	56265	52456	64966	63646	60270	64282	64826	63515	62893	57335	66049	56145	54862	59153	66488	71507	57916	67800	61271	56947	71453	66085	58632	63829	41448	66915	62996	64310	43391	57038	48036	211416	215568	220727	216839	2514	408452	2142	110450	79603	100571	117753	115021	130758	128271	116402	89657	125696	84417	139532	97604	141699	155710	133615	162967	143878	145724	130652	169444	168668	176376	132027	146541	175138	152614	162327	152165	121623	128170	100464	80820	134546	85218	149509	191545	22146	134377	101314	94948	88731	36079	103244	55081	128793
Soto_2016:N152	78128	48527	110824	29400	44601	33767	36723	39367	40792	32375	40907	30975	29995	30657	36811	34454	37133	28482	37916	37358	35131	36413	29693	39725	29368	34507	31081	33275	34221	31826	30234	37683	26829	33667	35266	33748	33423	30543	32569	32004	29451	34068	29103	31625	40025	31161	33451	30754	36744	36082	38340	38200	35423	42840	31319	38180	37590	34458	33706	36394	34543	38448	34843	40324	33196	32954	38138	37489	31470	30848	33474	30548	35921	38650	34418	39748	39658	38761	38339	34605	30818	36415	37861	37331	39289	37699	37270	40969	42120	36434	35374	37902	31526	32346	23652	42143	32936	35558	26245	29722	31114	184609	180952	185944	12048	26817	2142	429111	88828	58434	73507	82841	87414	86194	94700	75947	56786	67721	55181	95334	83661	142469	133595	111955	104906	94878	112734	91556	129231	97586	110954	123450	115710	128495	109245	119596	93015	79417	83941	60426	52838	80865	46285	152374	159815	1266	5285	8193	1954	26965	1398	3172	2351	72108
Vander_Heiden_2017:AR02	378480	90907	335406	178157	270290	233259	226181	246404	256622	213510	256527	194546	226762	205353	229735	190696	218242	196787	266952	245544	235051	226327	205111	248718	182354	259164	180995	223920	219240	227125	212370	282295	195261	276789	227081	212895	215977	188077	218831	228065	221082	214427	203635	211255	219626	215381	213312	189699	257920	230264	243291	236081	203971	268963	224754	251169	243286	230580	244523	229393	218291	208179	228611	246267	238186	205878	237214	221474	209216	199968	208300	205609	232228	231494	222544	248240	252745	240386	227468	228168	227232	217951	203931	221901	254587	257718	220075	257082	234858	233367	261575	232612	225383	236190	148438	250137	213235	277013	168287	210181	195189	959480	1007219	1013510	461825	82230	110450	88828	1873860	428888	470465	514296	558903	554691	615735	522803	418340	524006	386204	603542	480380	736901	783469	636063	663556	615761	653121	622221	754289	718067	779513	667401	615791	743251	643063	724001	609530	613104	638156	488371	383630	618497	363994	770860	871284	41966	199545	112002	87712	171415	54460	133175	84169	309835
Vander_Heiden_2017:AR03	304151	74051	249920	157244	232749	204577	198172	214009	221679	186727	220456	171714	199221	180314	202437	167120	191390	174136	230385	212818	205726	198316	178223	214811	160582	225312	160054	195502	193460	198523	184121	241374	171813	240311	199642	187951	188854	165161	191389	198701	193513	188667	180758	184540	188252	192521	189371	170027	226690	202005	213707	205589	182362	231405	197825	219007	209166	199058	213612	199434	192408	183419	201254	211716	210671	181361	205830	191214	184262	176619	185855	184094	202589	200547	196717	216125	221550	210817	195938	202960	199915	193390	177768	195126	220797	224757	191630	224425	205115	208127	227495	200996	198823	206787	133525	214396	186813	244585	149787	183897	175022	719360	763086	764060	319372	73302	79603	58434	428888	1365000	386600	413334	455993	441477	495354	421577	348377	419939	327914	468131	389693	588069	625121	516280	521298	495830	519821	503986	587828	572298	621678	537808	484226	573517	502268	569012	479505	507894	529791	419522	330960	504665	311572	611295	678162	32435	136280	83022	62390	131556	42987	93830	62963	225846
Vander_Heiden_2017:AR04	345929	85669	303718	180116	261723	225777	227688	245774	252821	205203	242577	189247	215516	199055	224844	195202	214500	186356	260825	248460	233531	223782	200830	246117	174375	253078	182399	222127	219705	225018	206809	267596	195181	265511	223080	215164	212661	194179	219095	220776	214850	213150	195569	211018	210993	207994	212157	185267	256571	235877	245318	238153	204512	264344	218381	254078	242513	226174	241761	232964	221682	214629	223412	245026	229342	205390	238110	218146	213523	199760	211279	202730	235293	227371	225840	241865	250690	239651	220808	221558	224014	216588	205635	223080	249343	255936	215389	253087	236442	224695	253244	232811	216204	228854	142642	246346	208329	260527	160859	198911	185419	804177	849024	854009	386973	68221	100571	73507	470465	386600	1417835	465919	490702	497303	543776	476988	376411	476817	360297	532310	424423	627689	656749	559693	554148	520915	549108	530550	638423	607139	656678	551961	539138	632237	545710	613920	510486	539588	574534	436407	350991	553397	338826	641430	715680	39566	185581	107455	82471	159406	54698	125346	78886	282096
Vander_Heiden_2017:AR05	385625	96321	361711	183465	269031	229669	227510	249235	254290	206453	246192	191831	220561	201028	228934	196782	217980	189623	266247	249720	235244	225205	200964	250786	176117	258019	186232	224081	222106	227300	206923	273824	194921	269966	226035	216266	214448	196579	219932	223450	215654	213244	197524	210712	215897	211091	214903	188184	257789	237979	247692	241419	206375	271660	219639	253490	245498	231074	245898	233932	222864	213375	226341	247198	232511	209160	238640	219169	215128	203446	211084	204540	236141	232163	227660	246182	254267	242779	227196	224730	228240	218833	207295	224043	256234	262519	218964	256285	237746	229172	260595	235079	218962	232338	145498	250983	214101	266648	162886	201875	188173	939641	985517	992266	464924	86340	117753	82841	514296	413334	465919	1761052	543785	540784	594524	509922	403731	510629	373511	592763	459539	717891	757010	625789	638497	603429	637408	605165	739603	707745	765507	646460	618200	727445	627690	702826	592521	577360	609449	467924	364632	584142	348108	741963	849420	44799	219385	120847	94962	184002	59393	148735	90707	339195
Vander_Heiden_2017:HD07	401983	91958	347605	184437	282604	248323	239685	261823	270932	225713	272846	204931	238633	217456	243005	196216	230249	207255	280724	258644	250062	238496	215575	264963	191690	276140	189501	235463	231369	239535	225200	303954	204737	295742	239139	223380	226653	194939	228616	241455	236143	225478	214866	221687	231624	228238	224208	198852	273472	242267	256176	248557	213360	281110	237853	266236	255489	243272	259830	239958	229495	216367	241725	257562	254352	212317	247734	229782	218729	206790	218221	216422	242746	243546	234255	261973	268612	255444	238970	242932	236972	229672	212216	232328	272140	269892	230331	269152	245906	246849	280213	240744	237806	250349	156603	263938	224333	298214	178965	222342	206984	1076063	1136768	1137755	528575	96837	115021	87414	558903	455993	490702	543785	2208413	605389	677011	560172	447933	559427	401071	639652	507424	841094	893116	707864	755656	698656	740649	710863	851081	829102	908494	763230	670560	841147	726215	813101	696225	691397	724751	543546	417814	698491	398472	875500	996878	41499	206607	111369	90349	172828	54605	134255	85664	320313
Vander_Heiden_2017:HD09	414440	88756	349875	194884	304257	266320	260503	285482	294491	243343	291404	217886	255244	233651	260697	209270	248559	219835	304994	286200	271109	256286	233918	284489	201695	300804	197832	257177	251515	261491	242419	329513	225872	321424	257647	240779	246488	210719	250319	260008	253033	244338	227329	240593	243782	240770	241643	210875	296120	266031	279683	273085	226856	304922	254131	291088	279808	263372	281779	264877	250947	235644	258591	282243	270359	230078	272743	249214	241923	223330	235568	228981	265813	259992	256438	281503	288214	272454	253215	257319	259605	245954	228644	252361	289410	296032	247425	291989	264308	259984	301614	265972	252813	267663	163673	281462	239593	312165	188655	237202	215641	1078863	1142542	1154123	597201	85596	130758	86194	554691	441477	497303	540784	605389	2128106	690109	588432	443187	584904	420711	665607	513795	807041	865466	705166	739439	682299	716864	686330	835032	813118	884241	714875	661682	843881	714759	808372	686582	706512	746386	552837	431945	733251	420790	840386	959724	43985	232937	125284	102710	182145	59744	150189	92404	334493
Vander_Heiden_2017:HD10	448503	97805	376906	197146	315197	274473	267071	291698	302785	248754	302626	222356	263208	238958	267863	210954	253207	226554	314190	290378	277353	264588	238837	293335	207322	308238	201315	261919	256229	265888	249233	340108	227429	333569	264087	246262	250612	210773	254235	266770	260832	249595	234637	245286	253261	250789	247223	216463	306053	271337	286347	277880	233495	314109	262589	298131	283936	269215	288408	267330	255412	240722	265882	287031	279991	234615	275795	254820	243612	227088	241058	236754	271312	267477	262044	289327	297284	282175	261462	267060	263725	253450	232631	257120	301668	302810	253567	301478	273931	270559	309403	270323	261930	275892	168784	290488	245246	329397	193839	243602	223352	1302377	1396970	1401195	609809	108940	128271	94700	615735	495354	543776	594524	677011	690109	2709956	681064	480505	698285	493707	789758	586332	935450	986492	792356	805078	756115	799312	765185	934414	913601	1010228	819443	735650	928122	781814	894837	746844	782518	823847	604751	460042	798101	441789	962665	1100288	43036	229676	125172	100602	183743	57748	147359	90568	348578
Vander_Heiden_2017:HD13	385018	84827	324372	183504	287576	251669	248334	270073	279129	230295	273610	208182	242603	221632	247589	197959	235333	208789	289073	271556	257033	244649	224106	269446	191963	284230	184699	244634	237915	248587	232715	307932	214741	304445	243885	228621	233923	198411	237237	246959	242745	232045	216424	231813	231085	230455	229946	201501	281869	253106	264148	257562	216890	287752	244196	276044	263985	248985	267363	250551	238294	224913	245641	267886	256395	219376	258915	238752	230398	212407	226358	218690	254148	246131	243271	265650	270415	259766	241674	243077	245408	233502	216511	239635	273381	280943	234971	277255	252315	245753	284115	251668	238234	255806	157522	266555	226799	294886	180642	224407	205359	1027315	1101300	1109600	521542	82537	116402	75947	522803	421577	476988	509922	560172	588432	681064	2025282	418598	609385	439829	672788	504694	727311	770148	641319	646604	610726	638166	617255	747665	724886	793890	639284	598073	749218	632292	716194	601025	633481	668960	497734	391701	661878	385253	746246	848376	41958	214151	115125	91669	170323	56886	138012	87077	308406
Vander_Heiden_2017:MK02	300115	70022	251984	157825	229631	206378	200066	216128	222564	189559	224290	173384	199379	182371	200287	166705	190842	175721	229551	214143	207524	198472	182033	215042	162352	228228	160327	197406	193095	202041	189881	247016	175020	241993	199303	187783	190715	165026	191746	203603	197613	188023	182611	186162	192627	192421	187996	167811	223543	200065	209988	204937	179282	230274	199319	217584	213981	205398	215654	201349	190764	180673	200734	213942	210858	178439	206074	192023	184133	176023	183668	180764	201824	203209	194372	215254	218478	209374	197731	199796	198415	190375	177343	193572	221210	222007	191824	220883	202176	203457	229851	199211	198594	208106	136280	217473	187723	239333	154885	187953	173018	694900	732037	731393	369709	54895	89657	56786	418340	348377	376411	403731	447933	443187	480505	418598	1231343	424159	317510	473837	382324	539308	573401	483330	501741	478704	494582	481878	559126	548474	588285	494188	455747	559843	491594	542002	470204	492980	508361	398493	322985	501359	314127	557833	627971	37128	161315	90844	72024	142808	48305	109098	72254	239877
Vander_Heiden_2017:MK03	389645	79914	320269	178864	281198	251451	245991	263333	270940	228719	271988	205675	241300	221521	240465	189959	230067	208766	284636	266637	253141	239996	224562	262781	190475	281262	180060	241566	233006	246781	235681	308500	214550	302523	237045	223173	231176	190544	234263	246743	245346	228317	215947	228765	228823	230394	225368	196424	278517	246176	255781	249642	210652	280578	243474	268191	263570	246393	264921	246715	234224	217753	243242	259126	256286	215483	251426	234194	223359	208632	222249	214844	248159	243385	235446	262543	266710	255753	236439	239154	243259	226820	209324	230971	266929	273111	230422	270379	244831	242350	284465	244115	238700	254680	156329	261320	223875	293662	181852	224581	203621	1086804	1176994	1170721	587955	70530	125696	67721	524006	419939	476817	510629	559427	584904	698285	609385	424159	2327339	457622	716936	517786	712802	757081	624633	666694	615279	642079	632094	747908	745479	809827	636749	592661	754009	639117	714549	610225	643863	672595	501075	385597	677417	389056	728173	857260	43133	235885	120234	98219	170871	57804	145537	91025	306903
Vander_Heiden_2017:MK04	285844	64206	222746	154936	232938	207539	205406	219430	226210	191597	222547	176332	198861	186312	204271	163996	195128	175867	233155	222380	211056	202139	185563	218035	163533	229442	155257	202152	198939	205279	189360	245979	180638	243579	202487	192717	196580	165520	199871	204855	198244	195392	181544	190551	188362	192322	193997	171758	230393	206865	217990	211520	184574	233714	201621	224151	215084	203347	218239	208019	199829	190437	202764	217427	212594	185349	213062	197581	191614	179738	189250	183687	208877	202686	200000	219347	225013	213122	196026	202028	204395	195678	182147	199557	218469	227418	194810	227874	208146	205953	229607	207945	201435	209899	132468	216856	189316	240347	151644	187294	174565	677990	731139	728490	324885	56448	84417	55181	386204	327914	360297	373511	401071	420711	493707	439829	317510	457622	1251280	492497	386003	488738	510133	445733	428517	413730	428592	421894	494382	479949	520467	431727	410954	491645	424287	475545	399167	457821	480994	371125	302970	469868	296510	496810	550722	32194	142652	86682	67140	125557	43961	97755	62886	207650
Vander_Heiden_2017:MK05	449844	100419	401526	192267	302499	264229	256985	281819	290217	238931	287550	215729	253819	230030	256914	206078	244099	216577	303547	283488	268111	253426	231307	282795	199449	297474	194460	253856	247869	259460	240181	323733	222945	316938	253177	238765	242514	205162	246518	257017	250062	240776	225533	238152	245563	238670	237888	207909	292160	262482	274782	267687	224764	303375	251716	284872	277653	263222	279884	262284	246313	233394	255498	278140	266998	229078	268254	246871	238653	223008	231787	225338	264440	259120	251014	278315	283881	269518	253613	252801	256580	242079	224915	249140	288234	293766	244987	289256	261879	256504	300003	262210	248354	265793	162603	281386	238695	308018	186037	234536	211656	1309926	1391438	1406552	647797	98064	139532	95334	603542	468131	532310	592763	639652	665607	789758	672788	473837	716936	492497	2812613	578988	857181	917286	741371	768435	718776	759373	726314	895153	858681	938060	762448	716180	895059	752995	842950	716074	710995	742386	547792	424828	731881	409357	888162	1045077	48256	269891	136565	108903	200340	63955	167576	102037	381765
